id,Fecha,Apertura,Mas Alto,Mas Bajo,Cierre,Cierre Ajustado,Volumen,Crecimiento
1,1999-01-22,0.04375,0.048828,0.038802,0.041016,0.037621,2714688000,0.0
2,1999-01-25,0.044271,0.045833,0.041016,0.045313,0.041562,510480000,0.003941
3,1999-01-26,0.045833,0.046745,0.041146,0.041797,0.038337,343200000,-0.0032249999999999987
4,1999-01-27,0.041927,0.042969,0.039583,0.041667,0.038218,244368000,-0.00011900000000000105
5,1999-01-28,0.041667,0.041927,0.041276,0.041536,0.038098,227520000,-0.00012000000000000205
6,1999-01-29,0.041536,0.041667,0.039583,0.039583,0.036307,244032000,-0.001791000000000001
7,1999-02-01,0.039583,0.040625,0.039583,0.040365,0.037024,154704000,0.0007170000000000024
8,1999-02-02,0.039583,0.040625,0.036068,0.03724,0.034158,264096000,-0.0028660000000000005
9,1999-02-03,0.036719,0.038542,0.036458,0.038021,0.034874,75120000,0.0007160000000000014
10,1999-02-04,0.038542,0.041146,0.038021,0.040104,0.036784,181920000,0.001909999999999995
11,1999-02-05,0.040755,0.041667,0.039714,0.041276,0.037859,136848000,0.0010749999999999996
12,1999-02-08,0.041536,0.041667,0.039844,0.039844,0.036546,154080000,-0.0013129999999999947
13,1999-02-09,0.040625,0.040885,0.03776,0.038281,0.035112,86976000,-0.0014340000000000047
14,1999-02-10,0.038281,0.039323,0.03724,0.037891,0.034755,148224000,-0.0003569999999999962
15,1999-02-11,0.038021,0.042708,0.038021,0.041146,0.03774,132240000,0.0029850000000000015
16,1999-02-12,0.041667,0.04375,0.041667,0.04349,0.03989,109728000,0.002149999999999999
17,1999-02-16,0.044271,0.046094,0.039323,0.04375,0.040129,211008000,0.00023899999999999616
18,1999-02-17,0.042708,0.043229,0.040625,0.041406,0.037979,67728000,-0.002149999999999999
19,1999-02-18,0.042708,0.043229,0.040885,0.042057,0.038576,70704000,0.0005970000000000003
20,1999-02-19,0.041667,0.044271,0.041146,0.04349,0.03989,75360000,0.0013140000000000027
21,1999-02-22,0.044271,0.044792,0.041406,0.04375,0.040129,205248000,0.00023899999999999616
22,1999-02-23,0.044792,0.046745,0.042188,0.045833,0.042039,138096000,0.001910000000000002
23,1999-02-24,0.052604,0.054688,0.048307,0.049479,0.045383,612768000,0.0033439999999999998
24,1999-02-25,0.051563,0.053125,0.047135,0.047917,0.043951,149136000,-0.0014320000000000027
25,1999-02-26,0.048438,0.05,0.045313,0.045703,0.04192,172608000,-0.002030999999999998
26,1999-03-01,0.046875,0.047917,0.04375,0.045964,0.042159,92160000,0.0002390000000000031
27,1999-03-02,0.045833,0.046094,0.044792,0.045573,0.041801,55248000,-0.00035800000000000415
28,1999-03-03,0.045833,0.045833,0.042188,0.042448,0.038934,61392000,-0.0028669999999999946
29,1999-03-04,0.044531,0.044792,0.041146,0.041536,0.038098,57360000,-0.0008360000000000034
30,1999-03-05,0.041927,0.04401,0.041927,0.04388,0.040248,78768000,0.002149999999999999
31,1999-03-08,0.042708,0.045833,0.041927,0.044531,0.040845,75888000,0.0005970000000000003
32,1999-03-09,0.044401,0.046615,0.044401,0.045964,0.042159,143184000,0.0013140000000000027
33,1999-03-10,0.046615,0.046615,0.044531,0.045182,0.041442,235344000,-0.0007170000000000024
34,1999-03-11,0.044401,0.045182,0.043229,0.043229,0.039651,54288000,-0.001791000000000001
35,1999-03-12,0.04349,0.04349,0.041667,0.042448,0.038934,90768000,-0.0007169999999999954
36,1999-03-15,0.04349,0.044792,0.043229,0.044271,0.040607,108816000,0.001672999999999994
37,1999-03-16,0.044531,0.045052,0.042448,0.042839,0.039293,79152000,-0.0013139999999999957
38,1999-03-17,0.043229,0.04401,0.042057,0.043099,0.039532,51360000,0.00023899999999999616
39,1999-03-18,0.043229,0.044271,0.042188,0.04362,0.040009,46320000,0.0004770000000000052
40,1999-03-19,0.04349,0.045052,0.04349,0.04375,0.040129,105312000,0.00011999999999999511
41,1999-03-22,0.044661,0.044792,0.042448,0.042448,0.038934,36672000,-0.0011949999999999947
42,1999-03-23,0.042708,0.042708,0.039063,0.039844,0.036546,163968000,-0.0023880000000000012
43,1999-03-24,0.039583,0.039844,0.038021,0.039583,0.036307,60864000,-0.0002390000000000031
44,1999-03-25,0.039453,0.041667,0.039323,0.040104,0.036784,40320000,0.00047699999999999826
45,1999-03-26,0.040625,0.04375,0.040625,0.04362,0.040009,88272000,0.0032250000000000056
46,1999-03-29,0.044922,0.045964,0.044141,0.044922,0.041204,65952000,0.0011949999999999947
47,1999-03-30,0.045052,0.045443,0.040885,0.041146,0.03774,69504000,-0.003463999999999995
48,1999-03-31,0.042448,0.044531,0.040495,0.04401,0.040367,153600000,0.0026269999999999974
49,1999-04-01,0.04401,0.044271,0.041927,0.042708,0.039173,30432000,-0.0011940000000000006
50,1999-04-05,0.042188,0.043229,0.041146,0.041406,0.037979,98640000,-0.0011940000000000006
51,1999-04-06,0.041797,0.041927,0.039583,0.040365,0.037024,69696000,-0.0009549999999999975
52,1999-04-07,0.040625,0.04401,0.040365,0.04375,0.040129,89280000,0.0031049999999999967
53,1999-04-08,0.04401,0.045833,0.04349,0.044531,0.040845,130128000,0.0007160000000000014
54,1999-04-09,0.044792,0.044792,0.04349,0.04375,0.040129,48624000,-0.0007160000000000014
55,1999-04-12,0.043229,0.043229,0.041146,0.041927,0.038457,33312000,-0.0016719999999999999
56,1999-04-13,0.042708,0.042708,0.039583,0.040234,0.036904,36144000,-0.0015529999999999988
57,1999-04-14,0.040104,0.041016,0.039063,0.039063,0.03583,48288000,-0.0010739999999999986
58,1999-04-15,0.040104,0.040104,0.039063,0.040104,0.036784,35856000,0.0009539999999999965
59,1999-04-16,0.039844,0.042057,0.039844,0.041406,0.037979,38928000,0.0011950000000000016
60,1999-04-19,0.041927,0.041927,0.039063,0.039583,0.036307,31296000,-0.0016719999999999999
61,1999-04-20,0.039583,0.041146,0.038411,0.038802,0.03559,67680000,-0.0007170000000000024
62,1999-04-21,0.038802,0.039583,0.038542,0.039453,0.036187,37488000,0.0005970000000000003
63,1999-04-22,0.039583,0.039583,0.03737,0.03776,0.034634,227184000,-0.0015529999999999988
64,1999-04-23,0.03763,0.03776,0.035677,0.035938,0.032963,126048000,-0.0016709999999999989
65,1999-04-26,0.035938,0.036458,0.033333,0.034115,0.031291,123504000,-0.0016719999999999999
66,1999-04-27,0.034896,0.038021,0.034375,0.03776,0.034634,226944000,0.0033429999999999988
67,1999-04-28,0.038021,0.038021,0.036328,0.0375,0.034396,120096000,-0.00023799999999999516
68,1999-04-29,0.03763,0.03776,0.036719,0.0375,0.034396,48144000,0.0
69,1999-04-30,0.037891,0.039583,0.03763,0.038021,0.034874,99312000,0.00047799999999999926
70,1999-05-03,0.038411,0.038411,0.03724,0.038281,0.035112,33840000,0.00023799999999999516
71,1999-05-04,0.038281,0.038281,0.035417,0.036198,0.033202,96048000,-0.001909999999999995
72,1999-05-05,0.036458,0.036979,0.034375,0.036979,0.033918,144576000,0.0007159999999999944
73,1999-05-06,0.036719,0.0375,0.035156,0.036263,0.033261,35616000,-0.0006569999999999979
74,1999-05-07,0.035156,0.036719,0.035156,0.036458,0.03344,25008000,0.0001789999999999986
75,1999-05-10,0.036198,0.03724,0.036198,0.036458,0.03344,19680000,0.0
76,1999-05-11,0.038021,0.039583,0.03724,0.038411,0.035232,171744000,0.001792000000000002
77,1999-05-12,0.038802,0.039714,0.038281,0.039583,0.036307,168480000,0.0010749999999999996
78,1999-05-13,0.039583,0.040625,0.039453,0.039583,0.036307,69936000,0.0
79,1999-05-14,0.039583,0.039583,0.036979,0.0375,0.034396,28464000,-0.001910999999999996
80,1999-05-17,0.036979,0.039323,0.036849,0.039323,0.036068,35760000,0.0016719999999999999
81,1999-05-18,0.039714,0.041667,0.038542,0.041146,0.03774,151536000,0.0016719999999999999
82,1999-05-19,0.042969,0.044531,0.038672,0.039323,0.036068,451728000,-0.0016719999999999999
83,1999-05-20,0.039583,0.039583,0.034766,0.036198,0.033202,178176000,-0.0028660000000000005
84,1999-05-21,0.035677,0.035677,0.034375,0.035417,0.032485,303504000,-0.0007170000000000024
85,1999-05-24,0.035677,0.036458,0.034766,0.035286,0.032365,162624000,-0.00012000000000000205
86,1999-05-25,0.035417,0.035938,0.035156,0.035547,0.032605,130080000,0.0002400000000000041
87,1999-05-26,0.035417,0.03724,0.035417,0.035417,0.032485,104736000,-0.00012000000000000205
88,1999-05-27,0.035677,0.035677,0.035156,0.035156,0.032246,82320000,-0.0002390000000000031
89,1999-05-28,0.035677,0.035677,0.035156,0.035547,0.032605,88656000,0.00035900000000000515
90,1999-06-01,0.035417,0.035677,0.034896,0.035677,0.032724,98544000,0.00011900000000000105
91,1999-06-02,0.035677,0.035677,0.034375,0.034375,0.03153,130128000,-0.0011940000000000006
92,1999-06-03,0.035286,0.035547,0.034896,0.035286,0.032365,41568000,0.0008349999999999955
93,1999-06-04,0.035547,0.035677,0.035286,0.035547,0.032605,78912000,0.0002400000000000041
94,1999-06-07,0.035742,0.036458,0.035677,0.035938,0.032963,125136000,0.0003579999999999972
95,1999-06-08,0.036068,0.0375,0.035938,0.036849,0.033799,153312000,0.0008360000000000034
96,1999-06-09,0.036979,0.038281,0.036979,0.0375,0.034396,95184000,0.0005970000000000003
97,1999-06-10,0.0375,0.03776,0.03724,0.03763,0.034515,36096000,0.00011899999999999411
98,1999-06-11,0.03763,0.03776,0.035547,0.036849,0.033799,61008000,-0.0007159999999999944
99,1999-06-14,0.036914,0.036979,0.035156,0.035417,0.032485,51648000,-0.0013140000000000027
100,1999-06-15,0.035417,0.035677,0.034896,0.035417,0.032485,49296000,0.0
101,1999-06-16,0.035938,0.0375,0.035417,0.036458,0.03344,64416000,0.0009549999999999975
102,1999-06-17,0.036198,0.036719,0.035417,0.035417,0.032485,74928000,-0.0009549999999999975
103,1999-06-18,0.035677,0.035677,0.034115,0.034115,0.031291,158736000,-0.0011940000000000006
104,1999-06-21,0.035156,0.035938,0.034212,0.035938,0.032963,83472000,0.0016719999999999999
105,1999-06-22,0.035938,0.035938,0.034505,0.035286,0.032365,193056000,-0.0005980000000000013
106,1999-06-23,0.034896,0.035938,0.034505,0.035938,0.032963,210912000,0.0005980000000000013
107,1999-06-24,0.036198,0.036198,0.034896,0.035156,0.032246,115200000,-0.0007170000000000024
108,1999-06-25,0.034896,0.036068,0.034896,0.035677,0.032724,73536000,0.0004780000000000062
109,1999-06-28,0.036849,0.036849,0.035417,0.036198,0.033202,109152000,0.00047799999999999926
110,1999-06-29,0.036719,0.037109,0.036198,0.036589,0.03356,92688000,0.0003579999999999972
111,1999-06-30,0.03776,0.039844,0.036979,0.039844,0.036546,269232000,0.0029860000000000025
112,1999-07-01,0.039844,0.039844,0.035677,0.03776,0.034634,88992000,-0.001912000000000004
113,1999-07-02,0.038281,0.040495,0.0375,0.040495,0.037143,224880000,0.0025090000000000043
114,1999-07-06,0.040885,0.040885,0.040104,0.040625,0.037262,198096000,0.00011900000000000105
115,1999-07-07,0.040885,0.040885,0.039844,0.039844,0.036546,63120000,-0.0007160000000000014
116,1999-07-08,0.040104,0.041406,0.038802,0.040755,0.037382,186048000,0.0008359999999999965
117,1999-07-09,0.040625,0.044531,0.040625,0.044206,0.040547,211728000,0.003165000000000001
118,1999-07-12,0.046875,0.048177,0.045052,0.046224,0.042398,401040000,0.0018509999999999985
119,1999-07-13,0.046745,0.047005,0.044271,0.046354,0.042517,138864000,0.00011900000000000105
120,1999-07-14,0.046354,0.047396,0.044271,0.044531,0.040845,137952000,-0.0016719999999999999
121,1999-07-15,0.044922,0.046354,0.044792,0.044792,0.041084,137040000,0.0002390000000000031
122,1999-07-16,0.045573,0.046094,0.044792,0.045703,0.04192,103872000,0.0008359999999999965
123,1999-07-19,0.045833,0.045964,0.044271,0.044531,0.040845,43632000,-0.0010749999999999996
124,1999-07-20,0.044531,0.044531,0.042188,0.04375,0.040129,178752000,-0.0007160000000000014
125,1999-07-21,0.043229,0.043229,0.041146,0.042448,0.038934,112080000,-0.0011949999999999947
126,1999-07-22,0.042188,0.042188,0.040104,0.040495,0.037143,213264000,-0.001791000000000001
127,1999-07-23,0.040365,0.041667,0.040365,0.040495,0.037143,80256000,0.0
128,1999-07-26,0.041536,0.041536,0.040625,0.040625,0.037262,60528000,0.00011900000000000105
129,1999-07-27,0.040625,0.040885,0.040104,0.040755,0.037382,98592000,0.00011999999999999511
130,1999-07-28,0.040625,0.041927,0.040495,0.041406,0.037979,244224000,0.0005970000000000003
131,1999-07-29,0.040625,0.041927,0.040365,0.041797,0.038337,388800000,0.00035800000000000415
132,1999-07-30,0.041797,0.042969,0.041667,0.041927,0.038457,452304000,0.00011999999999999511
133,1999-08-02,0.041927,0.042448,0.041667,0.042318,0.038815,313344000,0.00035800000000000415
134,1999-08-03,0.042318,0.042318,0.040885,0.041276,0.037859,255216000,-0.0009560000000000055
135,1999-08-04,0.041536,0.041667,0.041146,0.041276,0.037859,89952000,0.0
136,1999-08-05,0.041276,0.041927,0.040625,0.041927,0.038457,240576000,0.0005980000000000013
137,1999-08-06,0.041797,0.042057,0.041667,0.041927,0.038457,183984000,0.0
138,1999-08-09,0.042057,0.042448,0.041667,0.041927,0.038457,31056000,0.0
139,1999-08-10,0.042188,0.044531,0.041927,0.042708,0.039173,212064000,0.0007160000000000014
140,1999-08-11,0.04349,0.046094,0.042969,0.045573,0.041801,197712000,0.0026279999999999984
141,1999-08-12,0.045833,0.048958,0.045573,0.047786,0.043831,239616000,0.002030000000000004
142,1999-08-13,0.047396,0.048307,0.046875,0.047266,0.043354,84672000,-0.0004770000000000052
143,1999-08-16,0.047656,0.047656,0.04388,0.045443,0.041682,223440000,-0.0016719999999999999
144,1999-08-17,0.045573,0.046354,0.044401,0.045573,0.041801,193536000,0.00011900000000000105
145,1999-08-18,0.045052,0.047135,0.044141,0.046615,0.042757,279888000,0.0009560000000000055
146,1999-08-19,0.04987,0.059115,0.048177,0.05651,0.051833,1966992000,0.009075999999999994
147,1999-08-20,0.056641,0.057031,0.053906,0.05599,0.051356,353088000,-0.00047699999999999826
148,1999-08-23,0.055208,0.055208,0.050781,0.052604,0.04825,507984000,-0.0031059999999999977
149,1999-08-24,0.051823,0.052865,0.049219,0.052344,0.048011,398064000,-0.0002390000000000031
150,1999-08-25,0.052474,0.052995,0.05,0.052083,0.047772,350352000,-0.00023899999999999616
151,1999-08-26,0.052083,0.052865,0.050521,0.051302,0.047056,275376000,-0.0007160000000000014
152,1999-08-27,0.052344,0.05625,0.052083,0.054167,0.049683,552384000,0.0026269999999999974
153,1999-08-30,0.055078,0.05612,0.051693,0.053971,0.049504,158640000,-0.0001789999999999986
154,1999-08-31,0.054167,0.058854,0.053125,0.058594,0.053744,786864000,0.004240000000000001
155,1999-09-01,0.058594,0.058594,0.054948,0.055859,0.051235,565344000,-0.0025089999999999973
156,1999-09-02,0.054036,0.055469,0.052865,0.055208,0.050638,341088000,-0.0005970000000000003
157,1999-09-03,0.05625,0.057031,0.055208,0.055599,0.050997,258864000,0.0003589999999999982
158,1999-09-07,0.05651,0.05651,0.055078,0.055339,0.050758,124416000,-0.0002390000000000031
159,1999-09-08,0.055469,0.055859,0.055208,0.055208,0.050638,170064000,-0.00011999999999999511
160,1999-09-09,0.055729,0.05612,0.053385,0.054427,0.049922,209472000,-0.0007160000000000014
161,1999-09-10,0.055339,0.05599,0.054948,0.055208,0.050638,167424000,0.0007160000000000014
162,1999-09-13,0.055469,0.055469,0.052865,0.053385,0.048966,174432000,-0.0016719999999999999
163,1999-09-14,0.053385,0.053385,0.051563,0.051823,0.047533,250368000,-0.0014330000000000037
164,1999-09-15,0.051172,0.052865,0.050781,0.052214,0.047892,212736000,0.0003589999999999982
165,1999-09-16,0.051563,0.052083,0.05026,0.050911,0.046697,158112000,-0.0011949999999999947
166,1999-09-17,0.050586,0.051042,0.048958,0.050781,0.046578,171648000,-0.00011900000000000105
167,1999-09-20,0.04987,0.050521,0.048958,0.048958,0.044906,229104000,-0.0016719999999999999
168,1999-09-21,0.047917,0.048177,0.04362,0.044271,0.040607,737328000,-0.004299000000000004
169,1999-09-22,0.044271,0.045573,0.041667,0.045313,0.041562,375984000,0.0009550000000000045
170,1999-09-23,0.045443,0.045573,0.041146,0.041536,0.038098,379584000,-0.003464000000000002
171,1999-09-24,0.041667,0.042708,0.034896,0.03776,0.034634,684912000,-0.003464000000000002
172,1999-09-27,0.040234,0.040885,0.03776,0.040104,0.036784,432000000,0.002149999999999999
173,1999-09-28,0.040169,0.044271,0.040104,0.04375,0.040129,413184000,0.0033450000000000008
174,1999-09-29,0.044661,0.046354,0.039583,0.040234,0.036904,594048000,-0.0032249999999999987
175,1999-09-30,0.041667,0.042969,0.039583,0.040104,0.036784,342528000,-0.00012000000000000205
176,1999-10-01,0.039453,0.040885,0.03776,0.039844,0.036546,347760000,-0.00023799999999999516
177,1999-10-04,0.041146,0.041276,0.040104,0.040625,0.037262,177600000,0.0007160000000000014
178,1999-10-05,0.040625,0.044792,0.040625,0.044531,0.040845,478080000,0.003582999999999996
179,1999-10-06,0.044661,0.052083,0.044271,0.04987,0.045742,1508736000,0.004896999999999999
180,1999-10-07,0.051953,0.051953,0.046354,0.046615,0.042757,487296000,-0.0029849999999999946
181,1999-10-08,0.046615,0.050391,0.044792,0.048958,0.044906,398928000,0.002148999999999998
182,1999-10-11,0.049349,0.049479,0.046354,0.047656,0.043711,544464000,-0.0011950000000000016
183,1999-10-12,0.047917,0.048438,0.046875,0.047005,0.043114,322992000,-0.0005970000000000003
184,1999-10-13,0.046484,0.046484,0.044792,0.045703,0.04192,280368000,-0.0011940000000000006
185,1999-10-14,0.045833,0.045833,0.044271,0.044792,0.041084,192336000,-0.0008359999999999965
186,1999-10-15,0.042578,0.044792,0.042448,0.044531,0.040845,210720000,-0.0002390000000000031
187,1999-10-18,0.044661,0.044661,0.041927,0.042188,0.038696,215184000,-0.002148999999999998
188,1999-10-19,0.04349,0.04349,0.039714,0.040495,0.037143,308928000,-0.0015529999999999988
189,1999-10-20,0.041146,0.042448,0.040495,0.041927,0.038457,348720000,0.0013139999999999957
190,1999-10-21,0.041797,0.04388,0.040625,0.04388,0.040248,382128000,0.001791000000000001
191,1999-10-22,0.04375,0.046224,0.04375,0.044922,0.041204,286752000,0.0009559999999999985
192,1999-10-25,0.044661,0.045313,0.042708,0.042708,0.039173,213840000,-0.002030999999999998
193,1999-10-26,0.044531,0.048438,0.044271,0.046875,0.042995,481248000,0.003821999999999999
194,1999-10-27,0.047135,0.047396,0.04401,0.044792,0.041084,214128000,-0.001910999999999996
195,1999-10-28,0.045052,0.045833,0.042448,0.042708,0.039173,222768000,-0.001911000000000003
196,1999-10-29,0.043229,0.046875,0.042969,0.046094,0.042279,330528000,0.0031059999999999977
197,1999-11-01,0.045313,0.050781,0.045313,0.048958,0.044906,782544000,0.0026270000000000043
198,1999-11-02,0.04987,0.052344,0.049479,0.052083,0.047772,837504000,0.0028660000000000005
199,1999-11-03,0.054167,0.058594,0.053776,0.057161,0.05243,2011680000,0.0046579999999999955
200,1999-11-04,0.057813,0.06237,0.057813,0.060807,0.055774,1260336000,0.0033439999999999998
201,1999-11-05,0.0625,0.063021,0.05599,0.058854,0.053982,616368000,-0.001791999999999995
202,1999-11-08,0.057031,0.06224,0.055208,0.060547,0.055535,470016000,0.0015529999999999988
203,1999-11-09,0.060417,0.060677,0.057292,0.059635,0.054699,272352000,-0.0008360000000000034
204,1999-11-10,0.059831,0.059896,0.057943,0.059115,0.054222,144048000,-0.00047699999999999826
205,1999-11-11,0.059115,0.066406,0.057813,0.063281,0.058043,562704000,0.003820999999999998
206,1999-11-12,0.066016,0.066667,0.06224,0.066667,0.061149,501504000,0.0031060000000000046
207,1999-11-15,0.067122,0.069141,0.064323,0.065365,0.059955,362208000,-0.0011940000000000006
208,1999-11-16,0.066927,0.072917,0.066667,0.071615,0.065687,723792000,0.005731999999999994
209,1999-11-17,0.072917,0.078125,0.071875,0.074349,0.068195,786384000,0.0025080000000000102
210,1999-11-18,0.075911,0.076563,0.073958,0.074609,0.068433,235968000,0.00023799999999998822
211,1999-11-19,0.083594,0.092448,0.083333,0.089323,0.081929,2165184000,0.013496000000000008
212,1999-11-22,0.091602,0.091667,0.083854,0.089193,0.08181,540192000,-0.00011900000000000799
213,1999-11-23,0.080078,0.083724,0.079167,0.082813,0.075958,553248000,-0.005851999999999996
214,1999-11-24,0.082422,0.083333,0.074089,0.080208,0.073569,406848000,-0.0023890000000000022
215,1999-11-26,0.079427,0.080208,0.077083,0.079688,0.073092,71760000,-0.0004769999999999913
216,1999-11-29,0.079427,0.080469,0.075,0.076823,0.070464,298608000,-0.0026280000000000053
217,1999-11-30,0.077083,0.078385,0.072135,0.072135,0.066164,314688000,-0.004299999999999998
218,1999-12-01,0.072135,0.076823,0.072135,0.075781,0.069508,223536000,0.0033439999999999998
219,1999-12-02,0.076042,0.082422,0.076042,0.08138,0.074644,309888000,0.005136000000000002
220,1999-12-03,0.082161,0.083594,0.078385,0.079427,0.072853,342768000,-0.001791000000000001
221,1999-12-06,0.079688,0.082031,0.079688,0.081641,0.074883,178608000,0.002030000000000004
222,1999-12-07,0.082292,0.082422,0.075781,0.078906,0.072375,186384000,-0.0025080000000000102
223,1999-12-08,0.078646,0.083203,0.078385,0.082422,0.0756,201696000,0.0032250000000000056
224,1999-12-09,0.082292,0.084375,0.077083,0.079948,0.07333,214944000,-0.0022699999999999942
225,1999-12-10,0.08138,0.081771,0.077604,0.079036,0.072494,98304000,-0.0008360000000000034
226,1999-12-13,0.078125,0.080859,0.077083,0.078776,0.072255,183840000,-0.0002390000000000031
227,1999-12-14,0.078906,0.080859,0.076693,0.077474,0.071061,273888000,-0.0011940000000000006
228,1999-12-15,0.076953,0.077344,0.073177,0.075,0.068792,205968000,-0.0022689999999999932
229,1999-12-16,0.075391,0.076563,0.074219,0.074479,0.068314,132576000,-0.0004780000000000062
230,1999-12-17,0.076563,0.079557,0.076172,0.078385,0.071897,262080000,0.003583000000000003
231,1999-12-20,0.078516,0.086426,0.075781,0.084896,0.077869,402432000,0.005971999999999991
232,1999-12-21,0.084896,0.088672,0.081771,0.088542,0.081213,388368000,0.0033439999999999998
233,1999-12-22,0.088802,0.091667,0.085417,0.090625,0.083124,251184000,0.00191100000000001
234,1999-12-23,0.090755,0.096875,0.090365,0.096615,0.088618,280224000,0.005493999999999999
235,1999-12-27,0.098698,0.098828,0.091927,0.092969,0.085274,202416000,-0.0033439999999999998
236,1999-12-28,0.092969,0.096354,0.092448,0.092708,0.085034,179184000,-0.0002400000000000041
237,1999-12-29,0.092513,0.096875,0.092448,0.095833,0.087901,132144000,0.0028670000000000084
238,1999-12-30,0.095833,0.097266,0.094271,0.096615,0.088618,139776000,0.0007169999999999954
239,1999-12-31,0.096419,0.097917,0.096094,0.097786,0.089692,127344000,0.0010739999999999916
240,2000-01-03,0.098438,0.099219,0.091927,0.097526,0.089453,300912000,-0.00023899999999998922
241,2000-01-04,0.095833,0.096094,0.090104,0.094922,0.087065,300480000,-0.0023880000000000012
242,2000-01-05,0.092188,0.09375,0.090495,0.091797,0.084199,188352000,-0.0028660000000000074
243,2000-01-06,0.091797,0.091797,0.082292,0.085807,0.078704,120480000,-0.005495
244,2000-01-07,0.085417,0.088151,0.084115,0.08724,0.080019,71184000,0.0013150000000000106
245,2000-01-10,0.0875,0.09375,0.085938,0.090104,0.082646,239856000,0.0026269999999999905
246,2000-01-11,0.089583,0.090625,0.086458,0.086458,0.079302,148128000,-0.0033439999999999998
247,2000-01-12,0.086458,0.086589,0.083073,0.084245,0.077272,123552000,-0.002030000000000004
248,2000-01-13,0.084115,0.088542,0.083073,0.08776,0.080496,132192000,0.0032240000000000046
249,2000-01-14,0.089063,0.095182,0.088802,0.091536,0.083959,604560000,0.0034630000000000077
250,2000-01-18,0.092708,0.095833,0.088542,0.095443,0.087543,261648000,0.00358399999999999
251,2000-01-19,0.095833,0.095833,0.09375,0.094531,0.086706,164688000,-0.0008369999999999905
252,2000-01-20,0.095313,0.100521,0.09349,0.094271,0.086468,179568000,-0.0002380000000000021
253,2000-01-21,0.09401,0.094401,0.090885,0.093229,0.085512,544272000,-0.0009559999999999985
254,2000-01-24,0.096224,0.096224,0.088542,0.089063,0.081691,256944000,-0.003821000000000005
255,2000-01-25,0.089453,0.090365,0.085417,0.088281,0.080974,237120000,-0.0007169999999999954
256,2000-01-26,0.088281,0.090625,0.083073,0.084635,0.077629,232464000,-0.0033450000000000008
257,2000-01-27,0.085286,0.085286,0.077083,0.080208,0.073569,458208000,-0.004060000000000008
258,2000-01-28,0.079167,0.079688,0.07474,0.077865,0.07142,194448000,-0.002148999999999998
259,2000-01-31,0.078255,0.079948,0.072917,0.077214,0.070823,182400000,-0.0005970000000000003
260,2000-02-01,0.077344,0.079688,0.074479,0.079036,0.072494,92976000,0.0016710000000000058
261,2000-02-02,0.079427,0.082813,0.079036,0.08125,0.074525,149040000,0.002030999999999991
262,2000-02-03,0.083854,0.085547,0.082031,0.082552,0.075719,108240000,0.0011940000000000006
263,2000-02-04,0.085156,0.085156,0.082813,0.084505,0.07751,123696000,0.001791000000000001
264,2000-02-07,0.084896,0.084896,0.079167,0.079297,0.072733,217488000,-0.00477699999999999
265,2000-02-08,0.08125,0.085938,0.079167,0.083073,0.076197,468816000,0.003463999999999995
266,2000-02-09,0.086198,0.08763,0.085026,0.085156,0.078107,589056000,0.001909999999999995
267,2000-02-10,0.090365,0.104167,0.090365,0.102604,0.094111,970080000,0.016004000000000004
268,2000-02-11,0.107682,0.107813,0.096615,0.104167,0.095545,423792000,0.0014340000000000047
269,2000-02-14,0.104427,0.120833,0.103385,0.120833,0.110831,650112000,0.015285999999999994
270,2000-02-15,0.121094,0.121224,0.111198,0.116146,0.106532,450480000,-0.004298999999999997
271,2000-02-16,0.117448,0.125521,0.116146,0.121484,0.111428,1019568000,0.004895999999999998
272,2000-02-17,0.121354,0.126563,0.119531,0.125781,0.11537,535776000,0.003942000000000001
273,2000-02-18,0.123958,0.142188,0.123047,0.140365,0.128747,960864000,0.013377
274,2000-02-22,0.135938,0.13776,0.13125,0.136458,0.125163,542496000,-0.003584000000000004
275,2000-02-23,0.134896,0.138672,0.133203,0.13724,0.12588,511392000,0.0007169999999999954
276,2000-02-24,0.138021,0.138932,0.130208,0.135938,0.124686,244320000,-0.0011939999999999867
277,2000-02-25,0.136068,0.136068,0.121875,0.127474,0.116923,278736000,-0.007763000000000006
278,2000-02-28,0.126823,0.128125,0.124479,0.126563,0.116087,517872000,-0.0008360000000000034
279,2000-02-29,0.125781,0.134896,0.125781,0.133333,0.122297,306048000,0.006210000000000007
280,2000-03-01,0.133333,0.133333,0.127344,0.129427,0.118714,383568000,-0.003583000000000003
281,2000-03-02,0.130469,0.130469,0.120313,0.120703,0.110712,191040000,-0.008001999999999995
282,2000-03-03,0.120833,0.123958,0.119792,0.122656,0.112503,273696000,0.001791000000000001
283,2000-03-06,0.123438,0.132813,0.120833,0.121875,0.111787,432096000,-0.0007160000000000083
284,2000-03-07,0.15625,0.181771,0.149479,0.173568,0.159201,1952208000,0.04741400000000001
285,2000-03-08,0.17347,0.176563,0.160938,0.175,0.160515,668736000,0.0013139999999999818
286,2000-03-09,0.177083,0.225,0.176563,0.208952,0.191656,952944000,0.031141000000000002
287,2000-03-10,0.219792,0.302083,0.218229,0.245833,0.225485,2161200000,0.033829
288,2000-03-13,0.222917,0.3125,0.220833,0.310938,0.285201,2415168000,0.05971599999999999
289,2000-03-14,0.309245,0.309245,0.225,0.229427,0.210437,1567776000,-0.07476399999999997
290,2000-03-15,0.245866,0.252214,0.2125,0.220052,0.201838,995616000,-0.008599000000000023
